"","year","country.x","TOTAL","TAX","SPEND","DTOTALE","DTAXE","DSPENDE","ccode","WAGESH","NPINV","PDEBT","RYIELD","RGROWTH","INFL","UNEM","OGAP","ACTPOPG","RGDPGR","GPINVB","RGDPB","COMNGCONS","COMNGINV","country.y","gini_disp","gini_mkt","country.x.x","iso","ifs","pop","gdp","iy","cpi","ca","imports","exports","narrowm","money","stir","ltrate","hpnom","unemp","wage","debtgdp","revenue","expenditure","xrusd","tloans","tmort","thh","tbus","bdebt","lev","ltd","noncore","crisisJST","crisisJST_old","peg","peg_strict","peg_type","peg_base","JSTtrilemmaIV","eq_tr","housing_tr","bond_tr","bill_rate","rent_ipolated","housing_capgain_ipolated","housing_capgain","housing_rent_rtn","housing_rent_yd","eq_capgain","eq_dp","eq_capgain_interp","eq_tr_interp","eq_dp_interp","bond_rate","eq_div_rtn","capital_tr","risky_tr","safe_tr","country.y.y","ginv","pinv","ginv_nom","pinv_nom","RGCONS","NGCONS","SOCPR","HEALTH","EDUC","PUBSERV","OTHER","DEFSAFE","HOUS","ENVIR","ECAFF","ORDER","DEF","RECR","CAPB","change_CAPB","sum_spillover_total","sum_spillover_tax","sum_spillover_spend","GREXPART","banking_crisis","V1","sum_spillover_CAPB","approval","Country","STRIKE","GOVCRISIS","RIOTS","DEMONSTR","lrgov","TOPTEN","BOTTOMFIFTY","TOPBOTTOM","log_TOPBOTTOM","log_ginv","log_pinv","log_RGCONS","RATIOINVCONS","CONSRATIOINVCONS","log_DEFSAFE","log_EDUC","log_HEALTH","log_OTHER","log_PUBSERV","log_SOCPR","log_APPROV","log_WAGESH"
"250","2017","Denmark",0,0,0,0,0,0,"DNK",63.2223993,0.711732082,35.893,-0.582156974,2.8,"1.058",5.825,"1.383",0.43453914,2.82174886,74.371,2161.781,71.9685,9.99794,"Denmark",26.3,49,"Denmark","DNK",128,5758.157876,2192.96,0.212257099,158.9845708,175.6341664,607.349,669.193,1180.7776,1285.1412,-0.435566667,0.515,344.0204896,5.83,214.1867974,35.9,851.274,816.476,6.2077,3686.012503,2567.691206,1796.398135,1889.614368,2808.424072,7.735770027,95.98178215,44.68045915,0,0,1,1,"PEG","DEU",-0.035,0.187199995,0.078854397,0.031710818,-0.0044,NA,NA,0.045454502,0.033399899,0.031947732,0.156800002,0.026279392,NA,NA,NA,0.004764,0.030400001,0.10644678,0.115751579,0.013655409,"Denmark",10.601,57.141,72.844,392.656,77.885293768,81.077670235,480543.255809765,179929.919886347,1092770.3,127658.811808147,120054.48691017,480543.255809765,"4514.8830606349","8742.9034639238","70294.1662200333","20189.8078525902","25216.3119412752","36502.5338105348",0.98,0.83,0,0,0,0.455838506,0,250,0,41.23563,"Denmark",0,0,2,1,9,0.3323,0.2175,1.52781609195402,0.42383932483181,2.36094833629096,4.04552189752453,4.35523715158888,0.898447128400026,0.138921055739664,13.0826725258376,13.9042265895377,12.1003227200975,11.695700976296,11.7571164512949,13.0826725258376,3.71930268845162,4.14665865766492
"251","2018","Denmark",0,0,0,0,0,0,"DNK",63.5766601,0.770642014,34,-0.275711106,2,"0.709",5.125,"1.423",0.277425288,1.989563235,77.237,2204.791,73.39161,10.36298,"Denmark",26.4,49.3,"Denmark","DNK",128,5790.20885,2253.31625,0.217273015,160.1123663,164.0863983,641.1618,685.1537,1229.0721,1325.9652,-0.490816667,0.456666667,360.2217151,5.13,217.5347756,34,853.733,836.331,6.5194,3773.311323,2641.961854,1792.590699,1980.720624,2798.320068,8.126711009,90.19994213,43.4658216,0,0,1,1,"PEG","DEU",-0.00666667,-0.079499997,0.076058626,0.020567788,-0.0049,NA,NA,0.043728232,0.032330398,0.030975878,-0.101499997,0.024485255,NA,NA,NA,0.004548,0.022,0.027744241,0.029708013,0.007833894,"Denmark",10.866,60.1,75.992,420.308,77.90342006,86.624459287,482156.148189513,182869.2024639,1114484.1,139687.593406697,122043.915927329,482156.148189513,"5060.6200046191","8745.518484394","72433.7930591542","20725.8416353137","26036.9486316541","35803.9843791615",-0.19,-1.17,0,0,0,-0.567735153,0,251,0,43.426311,"Denmark",0,0,0,1,9,0.3322,0.216,1.53796296296296,0.43045878949503,2.38563864812933,4.09600984154116,4.35546985512223,0.877258001094436,0.141201153646854,13.0860232994688,13.9239021652191,12.1165264356403,11.7121362255604,11.8471637324731,13.0860232994688,3.77106550165419,4.15224642343285
"252","2019","Denmark",0,0,0,0,0,0,"DNK",63.9874747,0.61636867,33.685,-0.903612362,1.5,"0.729",5,"0.897",0.122635432,1.493474892,74.878,2237.719,74.68326,10.02911,"Denmark",26.6,49.6,"Denmark","DNK",128,5815.248674,2318.04186,0.213015021,161.2779124,202.8982163,648.3356,733.6877,1308.6801,1392.4675,-0.550208333,-0.181666667,369.6606353,5.02,219.9879008,33.6,926.364,837.009,6.6759,3859.951235,2735.349034,1800.912255,2059.038979,3139.545654,7.273869937,92.05579165,49.17100197,0,0,1,1,"PEG","DEU",-0.03083333,0.297100008,0.054962657,0.069447257,-0.0055,NA,NA,0.023711801,0.031250857,0.030527007,0.268700004,0.022385119,NA,NA,NA,-0.001834,0.028399998,0.128171727,0.136800647,0.031973626,"Denmark",10.894,62.079,76.526,436.074,78.552157789,83.603655474,484973.808711778,187486.939626553,1111425.3,132116.112458989,118048.515846528,484973.808711778,"4459.0640202879","8696.3852261032","68912.6315300427","21779.2112799814","25392.9413394199","35980.4344985573",3.58,3.77,0,0,0,-0.0985512,0,252,0,45.257191,"Denmark",0,0,2,5,4.8792,0.3225,0.2146,1.50279589934762,0.407327306039229,2.38821217896148,4.1284077674978,4.36376283458531,0.915342751057086,0.134288594257937,13.0918501658053,13.9211538036502,12.1414644666415,11.6788509701901,11.7914364547529,13.0918501658053,3.81236157464702,4.1586873563939
"253","1978","Spain",0,0,0,0,0,0,"ESP",71.49758,NA,NA,-7.740201616,NA,NA,NA,NA,NA,NA,NA,491.051,NA,NA,"Spain",32.5,44.6,"Spain","ESP",184,36868.1,11394351.3,0.222943698,30.71981199,95899.15,1673905.588,1590418.787,3324630,9090995,20.77208333,9.847240882,19.88735186,7,23.55176056,12.653,1479400,1638300,70.11,7536306.951,1032306,847422.9886,6688883.963,13631192,5.672318935,92.45404816,38.40301132,0,0,1,0,"PEG","DEU",-0.38949999,-0.132613644,0.301415265,-0.038204897,0.207720831,NA,NA,0.252974987,0.048440289,0.038660221,-0.186552718,0.066309236,NA,NA,NA,0.098472409,0.053939067,0.266917229,0.278744996,0.084757969,"Spain",15.938,130.189,1.887,15.413,65.196822573,19.960188802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005818332,0.005818332,0,0,0,253,0,NA,"Spain",0,0,7,6,4.75,NA,NA,NA,NA,2.76870619497556,4.86898724079831,4.17741073420214,0.0945381839179258,NA,NA,NA,NA,NA,NA,NA,NA,4.26966360297332
"254","1979","Spain",0,0,0,0,0,0,"ESP",71.7209408,NA,NA,-2.412488141,NA,NA,NA,NA,NA,NA,NA,491.258,NA,NA,"Spain",32.4,44,"Spain","ESP",184,37194.315,13367446.94,0.213810929,35.53066498,50782.21,2001715.979,1937536.125,3650852,11004200,13.13458333,13.30819484,20.93224108,8.7,29.04156405,14.2506,1764000,1986000,66.149,8817050.042,1164217,955709.1007,7861340.941,16020527,6.233788013,90.20304871,39.3322525,0,0,1,0,"PEG","DEU",1.256,-0.071510926,0.239466906,-0.0125,0.131345838,NA,NA,0.195580438,0.043886464,0.036707245,-0.134552836,0.072843157,NA,NA,NA,0.133081943,0.063041903,0.21607241,0.227179796,0.059422918,"Spain",13.205,126.493,1.822,17.45,67.934373656,27.794903322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171353191,0.116855666,0.054497525,0,0,254,0.0221517259563158,NA,"Spain",3,1,5,8,4.6265,NA,NA,NA,NA,2.5805955457491,4.8401869706681,4.21854214587961,0.0655515861628439,NA,NA,NA,NA,NA,NA,NA,NA,4.27278276633076
"255","1980","Spain",0,0,0,0,0,0,"ESP",70.9530461,NA,16.577,0.321897717,1.2,"15.578",11.011,"-2.66",NA,NA,NA,497.647,NA,NA,"Spain",32.2,43.5,"Spain","ESP",184,37493.072,15723844.83,0.221067849,41.05751202,-400096.6,2854619.55,2432481.754,4096929,12834800,15.45675,15.96083333,21.9771303,11.5,34.3935867,15.9872,2179100,2611500,79.25,10516536.11,1263186,1036953.085,9479583.028,19318322,5.964808941,91.90005493,40.51231384,0,0,1,0,"PEG","DEU",1.5944999,0.009615957,0.108522877,0.1353181,0.154567495,NA,NA,0.067389213,0.041133665,0.038536705,-0.082319506,0.100182436,NA,NA,NA,0.159608334,0.091935471,0.107521161,0.104465939,0.14494279,"Spain",13.715,126.963,2.226,20.61,70.306147187,31.668530982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017066748,-0.004638686,0.021705433,0,0,255,0.194438650013684,NA,"Spain",0,1,1,1,4.5835,0.3633,0.2313,1.57068741893645,0.451513369989763,2.61849012438957,4.84389570542858,4.25285923719861,0.0702905986155541,NA,NA,NA,NA,NA,NA,NA,NA,4.2620183357359
"256","1981","Spain",0,0,0,0,0,0,"ESP",71.9967112,NA,20.017,1.550797455,-0.4,"14.549",13.755,"-4.738",NA,NA,NA,496.982,NA,NA,"Spain",32.4,44.2,"Spain","ESP",184,37764.458,17634852.81,0.218492312,47.032206,-495141.2,3520529.491,3071944.487,4601200,14942100,15.89466667,15.81166667,23.31769326,14.2,41.24748491,19.5762,2574600,3087800,97.45,12355795.08,1475017,1210845.774,11144949.3,22708496,5.619965076,92.52313232,43.27244949,0,0,1,0,"PEG","DEU",1.101,0.424199998,0.122243948,0.1108687,0.158946663,NA,NA,0.078590356,0.043653592,0.04047282,0.306443095,0.090135507,NA,NA,NA,0.158116668,0.117756911,0.135897338,0.13599728,0.134907678,"Spain",15.995,122.356,2.946,22.535,73.164010519,29.490522617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20278545,0.142872399,0.060669961,-0.842724275,0,256,0.0358995684257895,NA,"Spain",1,1,0,2,4.935,0.361,0.2325,1.55268817204301,0.43998773330547,2.77227617340148,4.80693482832665,4.29270364048656,0.0998965002506181,NA,NA,NA,NA,NA,NA,NA,NA,4.27662044019502
"257","1982","Spain",0,0,0,0,0,0,"ESP",70.66255,NA,25.141,1.784280552,1.2,"14.416",15.77,"-5.201",NA,NA,NA,503.176,NA,NA,"Spain",32.5,44.6,"Spain","ESP",184,37987.108,20430603.49,0.215959338,53.81134599,-499665.1,4163095.78,3667990.699,4917500,17212700,17.17283333,15.9875,24.0949497,16,47.72635815,24.3971,3002800,4058200,125.601,14332248.95,1650243,1354689.242,12977559.7,25547042,5.043477058,93.10703278,45.77260971,0,0,1,0,"PEG","DEU",-1.2984999,7.29813e-06,0.113662347,0.149051473,0.171728328,NA,NA,0.068286188,0.045376163,0.042475663,-0.083146729,0.090695024,NA,NA,NA,0.159875005,0.08315403,0.115599528,0.109517343,0.1603899,"Spain",22.326,117.421,4.634,24.373,76.662749578,28.842432228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.293667904,0.114144472,0.179523432,0.148610449,0,257,0.118810730018421,NA,"Spain",1,0,0,5,4.682,0.3627,0.2228,1.62791741472172,0.487301538235728,3.10575191859254,4.7657657670365,4.33941592648895,0.160666061841392,NA,NA,NA,NA,NA,NA,NA,NA,4.25791572959005
"258","1983","Spain",1.9,1.9,0,1,1,0,"ESP",70.9689749,NA,30.378,4.926199122,1.7,"12.174",17.215,"-5.403",NA,NA,NA,512.089,NA,NA,"Spain",32.6,45,"Spain","ESP",184,38160.263,23355935.59,0.207880685,60.36330499,-432181.8,5053418.505,4716910.838,5248000,19796200,19.45283333,16.90916667,28.75848835,17.5,54.96981891,29.4779,3631300,4809900,156.7,16040878.93,1864356,1530455.218,14510423.71,28428966,5.410389423,91.78744507,47.44816208,0,0,1,0,"PEG","DEU",-1.6515,0.124206029,0.119666472,0.10193491,0.194528326,NA,NA,0.07355047,0.046116002,0.042956527,0.011484804,0.111441344,NA,NA,NA,0.169091672,0.112721227,0.123991966,0.119850211,0.148231626,"Spain",21.059,116.961,4.902,27.226,79.152236878,25.907525522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481699104,0.202557773,0.279226155,0.547780787,0,258,0,NA,"Spain",0,0,1,1,1,0.361,0.2194,1.64539653600729,0.497981410491751,3.04732802219764,4.76184054589652,4.37137304717847,0.189211431861269,NA,NA,NA,NA,NA,NA,NA,NA,4.26224280830125
"259","1984","Spain",1.12,0.37,0.75,0,0,1,"ESP",68.2416965,NA,37.075,5.419814069,1.7,"11.28",19.937,"-5.644",NA,NA,NA,521.221,NA,NA,"Spain",32.7,45.4,"Spain","ESP",184,38325.244,26472545.04,0.187281215,67.171308,285768.8,5549396.923,5929914.969,5661000,22543400,12.60175,16.5225,30.93716172,20.2,61.32796781,35.3572,4218400,5908300,173.4,16418481.14,2067854,1776484.119,14641997.02,30422968,5.001859665,81.89663696,49.94397736,0,0,1,0,"PEG","DEU",0.090999998,0.467084587,0.138962448,0.168333232,0.126017496,NA,NA,0.093592621,0.045369826,0.041486952,0.347746193,0.088546634,NA,NA,NA,0.165224999,0.119338386,0.153534666,0.154854193,0.147175372,"Spain",23.035,108.385,5.824,27.404,80.622380291,25.673200166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13948838,-0.017431463,0.156919843,0.333359657,0,259,0,44.430962,"Spain",3,0,2,4,1,0.3619,0.2197,1.64724624487938,0.499104951179132,3.13701479838788,4.68568970304689,4.38977628207331,0.226851345463077,NA,NA,NA,NA,NA,NA,NA,3.79393656875033,4.22305576365986
"260","1985","Spain",0,0,0,0,0,0,"ESP",66.7507983,NA,42.059,4.385375427,2.4,"8.815",21.305,"-5.423",NA,NA,NA,533.321,NA,NA,"Spain",32.8,45.7,"Spain","ESP",184,38467.025,29295283.53,0.191808146,73.091999,473652.5,6111728.581,6481456.183,6351500,25252800,11.6105,13.3675,34.04618748,21.64,67.56539235,40.2425,4780000,6615900,154.15,17938788.96,2968760,2476811.404,15461977.55,31256614,5.085447788,80.00172424,49.8355484,0,0,1,0,"PEG","DEU",-0.264,0.344648391,0.156554639,0.130532652,0.116104998,NA,NA,0.112840526,0.043714117,0.039281566,0.267747432,0.060659535,NA,NA,NA,0.133674994,0.076900966,0.158874914,0.167033955,0.123318821,"Spain",29.675,110.558,8.023,29.891,84.117755307,27.455210372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.06,NA,0.112532609,0.037483213,0.075049396,0.110464939,0,260,0,45.12381,"Spain",0,0,0,1,1,0.3635,0.2111,1.72193273330175,0.543447342119299,3.39030494049573,4.7055402701307,4.43221766606334,0.292221399555627,NA,NA,NA,NA,NA,NA,NA,3.80941004511418,4.20096625675941
"261","1986","Spain",0,0,0,0,0,0,"ESP",65.3394993,NA,43.301,2.505090848,3.4,"8.795",20.907,"-5.299",NA,NA,NA,550.675,NA,NA,"Spain",33.3,46.7,"Spain","ESP",184,38571.941,33654014.37,0.194692315,79.521056,548180.1,5985019.671,6494068.208,7125400,28242600,11.49083333,11.35416667,39.27500355,21.2587,74.84909457,41.5571,6039900,7709600,132.395,19804964.02,3869665,3305849.276,16499114.74,32429352,5.24526453,79.32382965,48.66101456,0,0,1,0,"PEG","DEU",-0.465,1.132599831,0.222153723,0.124166511,0.11490833,NA,NA,0.179918081,0.042235646,0.035795406,1.040465474,0.045153584,NA,NA,NA,0.11354167,0.092134327,0.275537729,0.309431821,0.119537421,"Spain",31.688,123.21,9.116,35.445,88.028605177,37.674950695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,1.29,0.070769468,0.008693599,0.062075869,0.164835519,0,261,0.0267109999689473,50.00069,"Spain",0,0,0,1,1,0.3755,0.2033,1.84702410231185,0.613575750569888,3.45593806031962,4.81389021663658,4.47766182048758,0.241964483876812,NA,NA,NA,NA,NA,NA,NA,3.91203680533293,4.17959674314999
"262","1987","Spain",0,0,0,0,0,0,"ESP",65.2930702,NA,43.139,7.651950575,5.7,"5.248",20.223,"-2.757",NA,NA,NA,581.221,NA,NA,"Spain",32.5,46,"Spain","ESP",184,38682.322,37857640.19,0.209247961,83.69412401,-32532.63,7252598.902,7070290.229,8239200,31724000,16.06483333,12.81333333,55.27445855,20.6068,80.52313883,41.8711,7129500,8705500,109,23180444.95,4715709,4517406.273,18663038.68,35059788,5.620157719,80.33668518,47.11511612,0,0,1,0,"PEG","DEU",-0.63824999,0.479291558,0.263961375,0.115743391,0.160648331,NA,NA,0.226289079,0.0376723,0.030720571,0.4424887,0.025513448,NA,NA,NA,0.128133327,0.036802862,0.259750515,0.283864886,0.138195857,"Spain",31.622,142.171,9.597,43.147,96.097570959,49.364952163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42,1.35,0.188432379,-0.03552988,0.223962259,0.517719436,0,262,0.0053974623105264,45.998951,"Spain",0,0,1,5,1,0.3755,0.2079,1.80615680615681,0.591201276340222,3.45385308088795,4.9570305584556,4.56536403947574,0.194409182618294,NA,NA,NA,NA,NA,NA,NA,3.82861859188125,4.17888590813951
"263","1988","Spain",0,0,0,0,0,0,"ESP",64.7413585,NA,39.626,6.941046446,5.3,"4.837",19.238,"-0.536",NA,NA,NA,610.829,NA,NA,"Spain",31.7,45,"Spain","ESP",184,38764.307,42340295.34,0.228900898,87.742428,-442125.3,8399501.339,7645048.655,9706500,35777600,11.292,11.74416667,69.99626587,19.8534,85.79476861,38.3607,8178000,9517000,113.45,27265948.19,6049432,6374070.478,20891877.71,38658208,6.686984539,82.46396637,45.69807816,0,0,1,0,"PEG","DEU",0.21525,0.143832818,0.282689542,0.135648206,0.112920001,NA,NA,0.249961659,0.032727886,0.026183112,0.108778641,0.031615116,NA,NA,NA,0.117441669,0.035054166,0.249347776,0.269289643,0.124284104,"Spain",37.02,160.331,11.915,51.602,99.603038104,57.684636481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.91,-0.49,0.049619864,-0.006094967,0.05571483,0.68876264,0,263,0,44.684891,"Spain",1,0,0,0,1,0.3778,0.2057,1.83665532328634,0.607946158408498,3.61145830714535,5.0772404283172,4.60119266717755,0.206554131686771,NA,NA,NA,NA,NA,NA,NA,3.79963543553308,4.17040023221368
"264","1989","Spain",1.22,0.98,0.24,1,1,1,"ESP",64.392434,NA,41.033,6.968662546,5,"6.791",17.24,"1.504",NA,NA,NA,640.318,NA,NA,"Spain",30.9,44.2,"Spain","ESP",184,38821.377,47829452.67,0.245501584,93.70222397,-1293221,10084406.73,8214756.098,11860000,40896600,14.39166667,13.7025,86.51045556,17.3311,91.91146881,39.7256,9847000,10951000,109.72,32615255.76,7795298,8685041.874,23930213.89,29650230,6.752131462,87.64058685,46.82315063,0,0,1,0,"PEG","DEU",1.9349999,0.126303568,0.261566252,0.102260001,0.143916667,NA,NA,0.232998103,0.028568136,0.023169652,0.08641503,0.036715738,NA,NA,NA,0.137024999,0.039888531,0.231870383,0.248013422,0.12308833,"Spain",46.822,174.229,15.941,59.318,108,65.67740267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,-0.38,-0.033730965,-0.034078555,0.000397245,-0.27005348,0,264,0,38.148048,"Spain",0,1,0,0,1,0.3863,0.2003,1.92860708936595,0.656798027000463,3.84635317793813,5.16037052587865,4.68213122712422,0.242716662839067,NA,NA,NA,NA,NA,NA,NA,3.64147458997319,4.16499614173642
"265","1990","Spain",-0.4,-0.25,-0.15,0,0,0,"ESP",65.9605855,NA,42.51,7.92174064,3.8,"6.722",16.238,"2.505",NA,NA,NA,664.542,NA,NA,"Spain",30.8,43.6,"Spain","ESP",184,38860.827,53621632.19,0.250181555,100,-1835770,10757401.68,8611034.811,14163000,46686000,14.75833333,14.6775,100,16.2725,100,41.4526,10343000,11799000,96.909,36267912.98,9599831,10031565.91,26236347.07,33431544,6.876822948,87.47480011,46.42572021,0,0,1,0,"PEG","DEU",1.0005,-0.117974505,0.181358382,0.13918677,0.147583336,NA,NA,0.156230539,0.025127841,0.021732552,-0.140452594,0.026151076,NA,NA,NA,0.146775007,0.022478089,0.157947123,0.160172999,0.143385053,"Spain",54.6,180.717,19.641,65.007,115,87.184722494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.65,-1.36,0.034981393,0.024966757,0.010014636,-0.320918474,0,265,0,37.58514,"Spain",0,0,0,0,1,0.3786,0.1994,1.89869608826479,0.641167381247485,4.00003388275086,5.19693227175636,4.74493212836325,0.225280294966262,NA,NA,NA,NA,NA,NA,NA,3.62660875951274,4.18905737424388
"266","1991","Spain",0,0,0,0,0,0,"ESP",66.9202512,NA,43.086,6.463947022,2.5,"5.934",16.313,"2.268",NA,NA,NA,681.444,NA,NA,"Spain",31.3,44.4,"Spain","ESP",184,38941.622,59109125.66,0.244878908,105.93466,-2057219,11701476.3,9458052.057,15899000,51778000,13.20166667,12.36083333,113.9096341,15.9285,109.8420731,42.2092,11558000,12855000,96.688,40684283.93,11101856,12219589.43,28464694.5,38140204,7.560953617,90.70076752,46.58309174,0,0,1,0,"PEG","DEU",0.68774998,0.054103401,0.16689755,0.181017458,0.132016674,NA,NA,0.143225864,0.023671685,0.020706045,0.026390852,0.026999997,NA,NA,NA,0.123608336,0.02771255,0.158757105,0.159086615,0.156517059,"Spain",56.62,182.602,21.343,68.831,122,97.661945556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.74,-0.0900000000000003,0.450798648,0.3003718,0.150426848,-1.295570089,0,266,0.171734297011579,38.580841,"Spain",1,0,0,1,1,0.3713,0.2038,1.82188420019627,0.59987124039441,4.03636227968375,5.2073089210034,4.80402104473326,0.218539574227116,NA,NA,NA,NA,NA,NA,NA,3.6527558060995,4.20350162984738
"267","1992","Spain",0.7,0.3,0.4,1,1,1,"ESP",68.6613493,NA,45.421,4.5493108,0.9,"7.145",18.353,"0.427",NA,NA,NA,687.783,NA,NA,"Spain",31.1,44.5,"Spain","ESP",184,39147.94,63964884.77,0.225982618,112.21102,-2204957,12688908.39,10459786.32,15631000,54238000,13.00666667,11.69333333,113.1441374,17.7015,121.37541,44.579,12841000,14531000,114.623,43487390.87,12519884,13199755.12,30287635.75,41054940,6.746874332,94.49863434,50.12350845,0,0,1,0,"PEG","DEU",0.43199998,-0.080828056,0.009042656,0.03440664,0.130066663,NA,NA,-0.013396883,0.022439539,0.022744242,-0.132321179,0.059345834,NA,NA,NA,0.116933331,0.051493123,0.014611819,0.003388116,0.082236648,"Spain",49.465,179.869,19.284,70.122,126,112.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.34,2.4,0.424269636,0.181707812,0.242561824,-0.050858558,0,267,0.175553612423684,35.29332,"Spain",1,0,0,0,1,0.3632,0.2075,1.75036144578313,0.559822307056385,3.90126534877519,5.19222880815362,4.83628190695148,0.171658996430447,NA,NA,NA,NA,NA,NA,NA,3.56369371090455,4.2291864397444
"268","1993","Spain",1.1,0.8,0.3,0,0,0,"ESP",68.1367044,NA,56.16,5.641641416,-1.3,"4.569",22.64,"-3.457",NA,NA,NA,680.69,NA,NA,"Spain",32.5,46.5,"Spain","ESP",184,39356.082,66215638.1,0.207451677,117.3375,-1330088.353,12827151.09,11869682.1,16181000,59261000,12.32666667,10.21166667,112.8080657,22.1606,129.8457292,55.5737,13120900,16998000,142.214,44009260.06,14112810,14831111.94,29178148.11,42661500,5.67917347,87.20210266,53.49396896,0,0,1,0,"PEG","DEU",-1.44525,0.56099999,0.020662978,0.429264098,0.123266667,NA,NA,-0.004071383,0.024734361,0.024835477,0.507000029,0.035832781,NA,NA,NA,0.102116667,0.054000001,0.10414695,0.069054052,0.276265383,"Spain",49.117,159.791,19.993,65.041,129,96.326090992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.62,-0.28,0.459177629,0.172255921,0.286506112,-1.150087425,0,268,0.304177063427895,32.267349,"Spain",0,0,1,1,1,0.3576,0.2104,1.69961977186312,0.530404562435804,3.89420520705517,5.07386671134562,4.85981240436167,0.207555396405118,NA,NA,NA,NA,NA,NA,NA,3.47405585208505,4.22151604593258
"269","1994","Spain",1.6,0,1.6,0,0,0,"ESP",66.4317471,NA,58.683,5.277708492,2.3,"4.718",24.118,"-3.707",NA,NA,NA,696.911,NA,NA,"Spain",33.1,47.3,"Spain","ESP",184,39547.353,70726612.14,0.208970136,122.87273,-1537269.598,15110011.82,14458183.33,17338000,63676000,7.8125,9.995833333,114.4977595,24.2087,137.588456,58.1744,13455500,16817000,131.739,45427030.01,16166267,16570413.69,28856616.32,41908356,6.251521587,84.3107605,51.11466599,0,0,1,1,"PEG","DEU",-1.6064999,-0.092,0.03331998,-0.125124648,0.078125,NA,NA,0.00704781,0.026272168,0.026088303,-0.116999999,0.028312571,NA,NA,NA,0.09995833,0.025,0.014321847,0.022691451,-0.023499824,"Spain",48.531,164.242,20.482,69.315,130,94.237853683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52,0.1,0.37507948,0.075867069,0.299212411,1.819698958,0,269,0.265998622632632,29.1362,"Spain",1,1,0,0,1,0.3656,0.2176,1.68014705882353,0.518881324598207,3.88220276901567,5.10134094993805,4.86753445045558,0.217343659681575,NA,NA,NA,NA,NA,NA,NA,3.37198138732193,4.19617506119583
"270","1995","Spain",0.74,0,0.74,0,0,0,"ESP",64.9850164,2.159629995,63.384,6.59617007,4.1,"4.674",22.9,"-2.279",0.809294001,2.757310474,20.3,716.127,82.8123,20.72169,"Spain",33.2,47.5,"Spain","ESP",184,39718.895,76635394.97,0.2202174,128.61838,-956829.2066,17586501.04,16727283.74,17888000,70439000,8.983333333,11.27,118.5026139,22.6748,141.3626858,61.5424,15375563.87,19646692.49,121.409,48223302.97,17994010,18380395.04,29842907.94,42932028,6.01472187,79.97335815,49.44205475,0,0,1,1,"PEG","DEU",-0.63300002,0.157000005,0.058451824,0.25228709,0.089833334,NA,NA,0.030944597,0.027507227,0.026681576,0.123000003,0.030276047,NA,NA,NA,0.1127,0.034000002,0.086925268,0.067285515,0.171060205,"Spain",46.171,183.114,20.312,80.557,133,108.256,102556.846941835,37542.4512402411,315811.5,57527.9837608266,63599.5182631517,102556.846941835,"7410.2262325432","5609.7558218666","41247.5643565127","14075.6982969395","9748.6610319022","9331.9718522292",-1.29,0.23,0.606934543,0.409998278,0.196936265,-0.183464505,0,270,0,28.22213,"Spain",0,0,0,2,1,0.367,0.2052,1.78849902534113,0.581376734757956,3.83235189537033,5.21010890970778,4.89034912822175,0.187629323086018,0.250224785448538,11.5381725281351,12.6629007955935,10.5332276047653,11.0603611748208,10.9600267824993,11.5381725281351,3.34010642196044,4.17415672639945
